Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
PROPANE OPIS CONWAY INWELL FP - ICE FUTURES ENERGY DIV,230103,1/3/2023,06641E,IFED,01,066 ,11589,9819,8664,249,540,960,0,0,0,0,886,288,11316,11338,273,251,11589,9819,8664,249,540,960,0,0,0,0,886,288,11316,11338,273,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,175,140,182,55,-25,0,0,0,0,90,-15,317,245,-72,0,100,84.7,74.8,2.1,4.7,8.3,0,0,0,0,7.6,2.5,97.6,97.8,2.4,2.2,100,84.7,74.8,2.1,4.7,8.3,0,0,0,0,7.6,2.5,97.6,97.8,2.4,2.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,16,,4,4,0,0,0,0,,,19,25,29,12,16,,4,4,0,0,0,0,,,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5,58.2,86,74.7,67,50.7,70.6,63.9,70.5,58.2,86,74.7,67,50.7,70.6,63.9,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELV NONTET FP - ICE FUTURES ENERGY DIV,230228,2/28/2023,06641F,IFED,01,066 ,45421,8363,28560,688,13535,937,0,0,0,34271,1177,1162,45421,45371,0,50,45421,8363,28560,688,13535,937,0,0,0,34271,1177,1162,45421,45371,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,25,486,9,273,116,0,0,0,181,-579,247,578,543,0,35,100,18.4,62.9,1.5,29.8,2.1,0,0,0,75.5,2.6,2.6,100,99.9,0,0.1,100,18.4,62.9,1.5,29.8,2.1,0,0,0,75.5,2.6,2.6,100,99.9,0,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,18,26,,8,,0,0,0,4,4,4,29,41,52,18,26,,8,,0,0,0,4,4,4,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2,52.9,87.6,67.4,79.4,51.1,84.8,65.5,80.2,52.9,87.6,67.4,79.4,51.1,84.8,65.5,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELV NONTET FP - ICE FUTURES ENERGY DIV,230221,2/21/2023,06641F,IFED,01,066 ,44843,8338,28074,679,13262,821,0,0,0,34090,1756,915,44843,44828,0,15,44843,8338,28074,679,13262,821,0,0,0,34090,1756,915,44843,44828,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,1176,437,-300,85,346,0,0,0,-270,164,25,977,1057,0,-80,100,18.6,62.6,1.5,29.6,1.8,0,0,0,76,3.9,2,100,100,0,0,100,18.6,62.6,1.5,29.6,1.8,0,0,0,76,3.9,2,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,17,27,,9,,0,0,0,4,4,4,28,42,51,17,27,,9,,0,0,0,4,4,4,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,53.4,88,68.7,79.9,51.9,84.9,66,81,53.4,88,68.7,79.9,51.9,84.9,66,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELV NONTET FP - ICE FUTURES ENERGY DIV,230214,2/14/2023,06641F,IFED,01,066 ,43866,7162,27637,979,13177,475,0,0,0,34360,1592,890,43866,43771,0,95,43866,7162,27637,979,13177,475,0,0,0,34360,1592,890,43866,43771,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,797,1328,200,168,-325,0,0,0,168,-321,488,1328,1338,0,-10,100,16.3,63,2.2,30,1.1,0,0,0,78.3,3.6,2,100,99.8,0,0.2,100,16.3,63,2.2,30,1.1,0,0,0,78.3,3.6,2,100,99.8,0,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,25,,8,,0,0,0,5,,4,24,40,48,13,25,,8,,0,0,0,5,,4,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.9,54.6,89.3,70,81.6,52.9,86.5,67.2,82.9,54.6,89.3,70,81.6,52.9,86.5,67.2,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELV NONTET FP - ICE FUTURES ENERGY DIV,230207,2/7/2023,06641F,IFED,01,066 ,42538,6365,26309,779,13009,800,0,0,0,34192,1913,402,42538,42433,0,105,42538,6365,26309,779,13009,800,0,0,0,34192,1913,402,42538,42433,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7384,-436,-6218,88,-1119,144,0,0,0,-6379,530,-801,-7384,-7464,0,80,100,15,61.8,1.8,30.6,1.9,0,0,0,80.4,4.5,0.9,100,99.8,0,0.2,100,15,61.8,1.8,30.6,1.9,0,0,0,80.4,4.5,0.9,100,99.8,0,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,13,23,,8,,0,0,0,5,,,23,37,47,13,23,,8,,0,0,0,5,,,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,55.9,91.5,71.4,84.2,54.1,89.1,68.8,85,55.9,91.5,71.4,84.2,54.1,89.1,68.8,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELV NONTET FP - ICE FUTURES ENERGY DIV,230131,1/31/2023,06641F,IFED,01,066 ,49922,6801,32527,691,14128,656,0,0,0,40571,1383,1203,49922,49897,0,25,49922,6801,32527,691,14128,656,0,0,0,40571,1383,1203,49922,49897,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,-306,-427,-32,739,1,0,0,0,885,235,248,796,796,0,0,100,13.6,65.2,1.4,28.3,1.3,0,0,0,81.3,2.8,2.4,100,99.9,0,0,100,13.6,65.2,1.4,28.3,1.3,0,0,0,81.3,2.8,2.4,100,99.9,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,18,26,,11,,0,0,0,6,4,4,31,43,55,18,26,,11,,0,0,0,6,4,4,31,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6,50.9,90.7,68.1,86.3,50,89.4,66.1,86.6,50.9,90.7,68.1,86.3,50,89.4,66.1,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELV NONTET FP - ICE FUTURES ENERGY DIV,230124,1/24/2023,06641F,IFED,01,066 ,49126,7107,32954,723,13389,655,0,0,0,39686,1148,955,49126,49101,0,25,49126,7107,32954,723,13389,655,0,0,0,39686,1148,955,49126,49101,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264,1887,2670,133,1111,240,0,0,0,2006,245,-2,4264,4264,0,0,100,14.5,67.1,1.5,27.3,1.3,0,0,0,80.8,2.3,1.9,100,99.9,0,0.1,100,14.5,67.1,1.5,27.3,1.3,0,0,0,80.8,2.3,1.9,100,99.9,0,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,17,25,,10,,0,0,0,6,4,,30,41,54,17,25,,10,,0,0,0,6,4,,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6,51.7,91.2,69,85,49.7,87.7,66,86.6,51.7,91.2,69,85,49.7,87.7,66,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELV NONTET FP - ICE FUTURES ENERGY DIV,230117,1/17/2023,06641F,IFED,01,066 ,44862,5220,30284,590,12278,415,0,0,0,37680,903,957,44862,44837,0,25,44862,5220,30284,590,12278,415,0,0,0,37680,903,957,44862,44837,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,-175,200,160,80,-40,0,0,0,270,-25,-70,145,145,0,0,100,11.6,67.5,1.3,27.4,0.9,0,0,0,84,2,2.1,100,99.9,0,0.1,100,11.6,67.5,1.3,27.4,0.9,0,0,0,84,2,2.1,100,99.9,0,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,14,25,,10,,0,0,0,6,4,,25,41,51,14,25,,10,,0,0,0,6,4,,25,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8,52.4,92.9,68.4,87.4,51.1,90.1,66.4,87.8,52.4,92.9,68.4,87.4,51.1,90.1,66.4,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELV NONTET FP - ICE FUTURES ENERGY DIV,230110,1/10/2023,06641F,IFED,01,066 ,44717,5395,30084,430,12198,455,0,0,0,37410,928,1027,44717,44692,0,25,44717,5395,30084,430,12198,455,0,0,0,37410,928,1027,44717,44692,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10522,-4094,-8892,118,-815,137,0,0,0,-5757,-393,15,-9581,-9948,-941,-574,100,12.1,67.3,1,27.3,1,0,0,0,83.7,2.1,2.3,100,99.9,0,0.1,100,12.1,67.3,1,27.3,1,0,0,0,83.7,2.1,2.3,100,99.9,0,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,14,25,,10,,0,0,0,6,4,,25,41,51,14,25,,10,,0,0,0,6,4,,25,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.1,52.7,93,68.4,87.7,51.1,90.1,66.4,88.1,52.7,93,68.4,87.7,51.1,90.1,66.4,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELV NONTET FP - ICE FUTURES ENERGY DIV,230103,1/3/2023,06641F,IFED,01,066 ,55239,9489,38976,312,13013,318,0,0,0,43167,1321,1012,54298,54640,941,599,55239,9489,38976,312,13013,318,0,0,0,43167,1321,1012,54298,54640,941,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3619,301,2875,-25,609,-414,0,0,0,2981,136,-145,2698,3061,921,558,100,17.2,70.6,0.6,23.6,0.6,0,0,0,78.1,2.4,1.8,98.3,98.9,1.7,1.1,100,17.2,70.6,0.6,23.6,0.6,0,0,0,78.1,2.4,1.8,98.3,98.9,1.7,1.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,20,27,,11,,0,0,0,4,5,4,29,45,57,20,27,,11,,0,0,0,4,5,4,29,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,53.5,88.9,68.5,84.6,52.2,87.4,66.1,85,53.5,88.9,68.5,84.6,52.2,87.4,66.1,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELVIEU TET FP - ICE FUTURES ENERGY DIV,230228,2/28/2023,06641G,IFED,01,066 ,90180,52283,38304,17316,3573,4392,621,1000,22,11008,38613,4055,89697,89959,483,221,90180,52283,38304,17316,3573,4392,621,1000,22,11008,38613,4055,89697,89959,483,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927,2526,3059,285,-165,135,370,120,-162,132,284,-349,2937,2922,-10,5,100,58,42.5,19.2,4,4.9,0.7,1.1,0,12.2,42.8,4.5,99.5,99.8,0.5,0.2,100,58,42.5,19.2,4,4.9,0.7,1.1,0,12.2,42.8,4.5,99.5,99.8,0.5,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,63,50,10,5,13,,,,17,9,18,107,86,114,63,50,10,5,13,,,,17,9,18,107,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,49.6,50.2,60.4,29.9,47.8,47.2,55.5,31.7,49.6,50.2,60.4,29.9,47.8,47.2,55.5,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELVIEU TET FP - ICE FUTURES ENERGY DIV,230221,2/21/2023,06641G,IFED,01,066 ,87253,49757,35245,17031,3738,4257,251,880,184,10876,38329,4404,86760,87037,493,216,87253,49757,35245,17031,3738,4257,251,880,184,10876,38329,4404,86760,87037,493,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,1611,2551,284,41,385,-40,-100,180,352,-281,800,3572,3576,-72,-76,100,57,40.4,19.5,4.3,4.9,0.3,1,0.2,12.5,43.9,5,99.4,99.8,0.6,0.2,100,57,40.4,19.5,4.3,4.9,0.3,1,0.2,12.5,43.9,5,99.4,99.8,0.6,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,63,49,10,5,13,,,,16,9,16,104,84,112,63,49,10,5,13,,,,16,9,16,104,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,50.1,50.6,60.9,29.5,48.8,47.6,56.6,31.3,50.1,50.6,60.9,29.5,48.8,47.6,56.6,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELVIEU TET FP - ICE FUTURES ENERGY DIV,230214,2/14/2023,06641G,IFED,01,066 ,83753,48146,32694,16747,3697,3872,291,980,4,10524,38610,3604,83188,83461,565,292,83753,48146,32694,16747,3697,3872,291,980,4,10524,38610,3604,83188,83461,565,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,1590,1205,322,105,-484,231,75,0,-468,469,178,1369,1548,35,-144,100,57.5,39,20,4.4,4.6,0.3,1.2,0,12.6,46.1,4.3,99.3,99.7,0.7,0.3,100,57.5,39,20,4.4,4.6,0.3,1.2,0,12.6,46.1,4.3,99.3,99.7,0.7,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,61,48,10,5,12,,,,16,9,15,101,81,110,61,48,10,5,12,,,,16,9,15,101,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,51.7,51.1,62.3,30.2,50.1,48.7,58.2,31.7,51.7,51.1,62.3,30.2,50.1,48.7,58.2,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELVIEU TET FP - ICE FUTURES ENERGY DIV,230207,2/7/2023,06641G,IFED,01,066 ,82349,46556,31489,16425,3592,4356,60,905,4,10992,38141,3426,81819,81913,530,436,82349,46556,31489,16425,3592,4356,60,905,4,10992,38141,3426,81819,81913,530,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11332,-7834,-1702,-2634,-1285,649,-680,365,1,62,-8727,-873,-11309,-11572,-23,240,100,56.5,38.2,19.9,4.4,5.3,0.1,1.1,0,13.3,46.3,4.2,99.4,99.5,0.6,0.5,100,56.5,38.2,19.9,4.4,5.3,0.1,1.1,0,13.3,46.3,4.2,99.4,99.5,0.6,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,59,48,10,5,12,,,,15,9,15,98,81,108,59,48,10,5,12,,,,15,9,15,98,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,52.7,51.2,63.2,30.5,51,48.8,58.8,31.7,52.7,51.2,63.2,30.5,51,48.8,58.8,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELVIEU TET FP - ICE FUTURES ENERGY DIV,230131,1/31/2023,06641G,IFED,01,066 ,93681,54390,33191,19059,4877,3707,740,540,3,10930,46868,4299,93128,93485,553,196,93681,54390,33191,19059,4877,3707,740,540,3,10930,46868,4299,93128,93485,553,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,338,1489,2494,1206,-1013,95,-500,0,-363,697,30,1581,1909,-308,-636,100,58.1,35.4,20.3,5.2,4,0.8,0.6,0,11.7,50,4.6,99.4,99.8,0.6,0.2,100,58.1,35.4,20.3,5.2,4,0.8,0.6,0,11.7,50,4.6,99.4,99.8,0.6,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,61,48,10,6,12,,,,16,6,17,102,81,109,61,48,10,6,12,,,,16,6,17,102,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,56.5,49.2,66,28.5,55.1,47.2,62.2,29.8,56.5,49.2,66,28.5,55.1,47.2,62.2,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELVIEU TET FP - ICE FUTURES ENERGY DIV,230124,1/24/2023,06641G,IFED,01,066 ,92408,54052,31702,16565,3671,4720,645,1040,3,11293,46171,4269,91547,91576,861,832,92408,54052,31702,16565,3671,4720,645,1040,3,11293,46171,4269,91547,91576,861,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5319,2827,3194,608,24,174,95,-220,3,1531,2006,-291,4947,4890,372,429,100,58.5,34.3,17.9,4,5.1,0.7,1.1,0,12.2,50,4.6,99.1,99.1,0.9,0.9,100,58.5,34.3,17.9,4,5.1,0.7,1.1,0,12.2,50,4.6,99.1,99.1,0.9,0.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,57,47,11,5,11,,,,16,6,15,96,79,108,57,47,11,5,11,,,,16,6,15,96,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2,55.4,49,65,29,54,45.7,60.8,31.2,55.4,49,65,29,54,45.7,60.8,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELVIEU TET FP - ICE FUTURES ENERGY DIV,230117,1/17/2023,06641G,IFED,01,066 ,87089,51225,28508,15957,3647,4546,550,1260,0,9762,44165,4560,86600,86686,489,403,87089,51225,28508,15957,3647,4546,550,1260,0,9762,44165,4560,86600,86686,489,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3441,1415,3107,880,217,-399,550,-386,0,579,452,357,3382,3348,59,93,100,58.8,32.7,18.3,4.2,5.2,0.6,1.4,0,11.2,50.7,5.2,99.4,99.5,0.6,0.5,100,58.8,32.7,18.3,4.2,5.2,0.6,1.4,0,11.2,50.7,5.2,99.4,99.5,0.6,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,57,46,11,5,11,,,0,16,7,17,97,78,108,57,46,11,5,11,,,0,16,7,17,97,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2,57,49,66.3,29.9,55.7,46.3,62.1,32.2,57,49,66.3,29.9,55.7,46.3,62.1,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELVIEU TET FP - ICE FUTURES ENERGY DIV,230110,1/10/2023,06641G,IFED,01,066 ,83648,49810,25401,15077,3430,4945,0,1646,0,9183,43713,4203,83218,83338,430,310,83648,49810,25401,15077,3430,4945,0,1646,0,9183,43713,4203,83218,83338,430,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8867,-3446,-1425,-2567,796,-23,-89,61,0,-1294,-6294,-674,-8093,-7559,-774,-1308,100,59.5,30.4,18,4.1,5.9,0,2,0,11,52.3,5,99.5,99.6,0.5,0.4,100,59.5,30.4,18,4.1,5.9,0,2,0,11,52.3,5,99.5,99.6,0.5,0.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,57,45,10,6,11,0,,0,11,8,16,92,77,103,57,45,10,6,11,0,,0,11,8,16,92,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4,58,49.9,67.4,29.8,56.7,46.6,63.4,32.4,58,49.9,67.4,29.8,56.7,46.6,63.4,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
PROPANE OPIS MT BELVIEU TET FP - ICE FUTURES ENERGY DIV,230103,1/3/2023,06641G,IFED,01,066 ,92515,53256,26826,17644,2634,4968,89,1585,0,10477,50007,4877,91311,90897,1204,1618,92515,53256,26826,17644,2634,4968,89,1585,0,10477,50007,4877,91311,90897,1204,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4958,2097,400,1004,312,145,89,-315,0,1314,3202,-60,4589,3684,369,1274,100,57.6,29,19.1,2.8,5.4,0.1,1.7,0,11.3,54.1,5.3,98.7,98.3,1.3,1.7,100,57.6,29,19.1,2.8,5.4,0.1,1.7,0,11.3,54.1,5.3,98.7,98.3,1.3,1.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,61,50,12,4,11,,,0,13,7,19,99,82,105,61,50,12,4,11,,,0,13,7,19,99,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8,58.8,51.7,66.8,30.7,57.1,48.8,63.8,32.8,58.8,51.7,66.8,30.7,57.1,48.8,63.8,0,0,0,0,0,0,0,0,42000 gallons(1000 barrels),N13,FutOnly
